"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Perubahan%"
"09/05/2022","14.557,5","14.510,0","14.562,5","14.502,5","0,42%"
"28/04/2022","14.497,0","14.450,0","14.502,5","14.442,5","0,53%"
"27/04/2022","14.420,0","14.420,0","14.435,0","14.404,5","0,07%"
"26/04/2022","14.410,0","14.447,5","14.450,0","14.393,0","-0,31%"
"25/04/2022","14.455,0","14.460,0","14.477,5","14.387,5","0,69%"
"22/04/2022","14.356,0","14.360,0","14.367,5","14.352,5","0,09%"
"21/04/2022","14.343,0","14.347,5","14.355,5","14.339,0","-0,08%"
"20/04/2022","14.355,0","14.355,0","14.365,0","14.342,5","0,14%"
"19/04/2022","14.335,0","14.357,5","14.360,0","14.328,0","-0,13%"
"18/04/2022","14.353,0","14.366,5","14.366,5","14.349,5","0,07%"
"14/04/2022","14.343,0","14.356,5","14.360,0","14.342,0","-0,13%"
"13/04/2022","14.362,0","14.355,0","14.370,0","14.353,5","0,01%"
"12/04/2022","14.360,0","14.365,0","14.367,5","14.357,5","-0,03%"
"11/04/2022","14.365,0","14.375,0","14.380,0","14.362,5","0,03%"
"08/04/2022","14.360,0","14.375,0","14.386,0","14.355,0","0,01%"
"07/04/2022","14.358,0","14.362,5","14.368,5","14.351,0","0,02%"
"06/04/2022","14.355,0","14.365,0","14.376,5","14.353,0","0,07%"
"05/04/2022","14.345,0","14.340,0","14.353,5","14.337,5","-0,06%"
"04/04/2022","14.353,0","14.365,0","14.372,5","14.351,0","-0,08%"
"01/04/2022","14.365,0","14.360,0","14.370,0","14.352,5","-0,02%"
"31/03/2022","14.368,0","14.340,0","14.369,0","14.334,5","0,20%"
"30/03/2022","14.340,0","14.340,0","14.358,5","14.332,5","-0,16%"
"29/03/2022","14.363,0","14.367,5","14.371,0","14.352,5","0,01%"
"28/03/2022","14.362,0","14.345,0","14.366,5","14.344,0","0,15%"
"25/03/2022","14.340,0","14.340,0","14.347,5","14.332,5","-0,03%"
"24/03/2022","14.344,0","14.380,0","14.380,0","14.348,5","-0,01%"
"23/03/2022","14.345,0","14.337,5","14.361,5","14.334,5","-0,08%"
"22/03/2022","14.356,0","14.350,0","14.371,0","14.346,5","0,13%"
"21/03/2022","14.338,0","14.345,0","14.347,5","14.330,5","-0,01%"
"18/03/2022","14.340,0","14.312,5","14.347,5","14.312,5","0,28%"
"17/03/2022","14.300,0","14.290,0","14.305,0","14.260,0","-0,07%"
"16/03/2022","14.310,0","14.300,0","14.322,5","14.292,5","-0,10%"
"15/03/2022","14.325,0","14.342,5","14.347,5","14.295,0","-0,03%"
"14/03/2022","14.330,0","14.312,5","14.342,5","14.307,5","0,21%"
"11/03/2022","14.300,0","14.290,0","14.317,5","14.281,0","0,18%"
"10/03/2022","14.275,0","14.295,0","14.320,0","14.260,0","-0,49%"
"09/03/2022","14.345,0","14.350,0","14.386,0","14.344,0","-0,35%"
"08/03/2022","14.395,0","14.392,5","14.405,0","14.382,0","-0,07%"
"07/03/2022","14.405,0","14.415,0","14.420,0","14.401,0","0,14%"
"04/03/2022","14.385,0","14.385,0","14.395,0","14.371,5","0,00%"
"02/03/2022","14.385,0","14.357,5","14.390,0","14.337,0","0,35%"
"01/03/2022","14.335,0","14.355,0","14.370,0","14.333,5","-0,21%"
"25/02/2022","14.365,0","14.377,5","14.382,5","14.359,0","-0,10%"
"24/02/2022","14.380,0","14.357,5","14.390,0","14.332,5","0,31%"
"23/02/2022","14.335,0","14.350,0","14.365,0","14.337,5","-0,18%"
"22/02/2022","14.361,0","14.345,0","14.372,5","14.332,0","0,25%"
"21/02/2022","14.325,0","14.360,0","14.360,0","14.316,0","0,00%"
"18/02/2022","14.325,0","14.327,5","14.355,0","14.318,5","0,07%"
"17/02/2022","14.315,0","14.252,5","14.325,0","14.250,0","0,42%"
"16/02/2022","14.255,0","14.277,5","14.297,5","14.249,0","-0,31%"
"15/02/2022","14.300,0","14.315,0","14.315,0","14.271,5","-0,17%"
"14/02/2022","14.325,0","14.350,0","14.355,0","14.321,0","-0,17%"
"11/02/2022","14.350,0","14.347,5","14.367,5","14.346,5","0,07%"
"10/02/2022","14.340,0","14.350,0","14.352,0","14.330,0","-0,10%"
"09/02/2022","14.355,0","14.375,0","14.380,0","14.357,5","-0,24%"
"08/02/2022","14.390,0","14.387,5","14.396,0","14.375,0","-0,03%"
"07/02/2022","14.395,0","14.387,5","14.409,0","14.377,5","0,12%"
"04/02/2022","14.378,0","14.375,0","14.381,5","14.365,0","0,02%"
"03/02/2022","14.375,0","14.365,0","14.390,0","14.357,5","0,14%"
"02/02/2022","14.355,0","14.315,0","14.362,5","14.315,0","-0,17%"
"31/01/2022","14.380,0","14.405,0","14.412,5","14.365,0","-0,03%"
"28/01/2022","14.385,0","14.375,0","14.395,0","14.357,5","0,00%"
"27/01/2022","14.385,0","14.380,0","14.395,0","14.363,5","0,24%"
"26/01/2022","14.350,0","14.317,5","14.357,5","14.317,5","0,00%"
"25/01/2022","14.350,0","14.350,0","14.363,5","14.345,5","0,07%"
"24/01/2022","14.340,0","14.315,0","14.353,0","14.304,5","0,03%"
"21/01/2022","14.335,0","14.355,0","14.362,5","14.335,0","0,00%"
"20/01/2022","14.335,0","14.335,0","14.365,0","14.330,0","-0,17%"
"19/01/2022","14.360,0","14.357,5","14.377,5","14.334,5","0,17%"
"18/01/2022","14.335,0","14.306,5","14.346,0","14.299,0","0,14%"
"17/01/2022","14.315,0","14.312,5","14.330,0","14.296,5","0,14%"
"14/01/2022","14.295,0","14.305,0","14.319,5","14.293,0","0,03%"
"13/01/2022","14.290,0","14.315,0","14.322,0","14.292,0","-0,17%"
"12/01/2022","14.315,0","14.295,0","14.322,5","14.284,0","0,10%"
"11/01/2022","14.300,0","14.302,5","14.315,0","14.272,5","-0,03%"
"10/01/2022","14.305,0","14.312,5","14.342,5","14.296,0","-0,35%"
"07/01/2022","14.355,0","14.375,0","14.377,5","14.352,5","-0,24%"
"06/01/2022","14.390,0","14.394,0","14.404,0","14.377,0","0,24%"
"05/01/2022","14.355,0","14.347,5","14.371,5","14.335,0","0,38%"
"04/01/2022","14.300,0","14.287,5","14.327,5","14.270,0","0,25%"
"03/01/2022","14.264,0","14.255,0","14.276,5","14.249,0","0,10%"
"31/12/2021","14.250,0","14.280,0","14.287,5","14.240,0","-0,11%"
"30/12/2021","14.265,0","14.242,5","14.280,0","14.237,5","0,11%"
"29/12/2021","14.250,0","14.240,0","14.276,5","14.235,0","0,18%"
"28/12/2021","14.225,0","14.225,0","14.244,5","14.220,0","0,00%"
"27/12/2021","14.225,0","14.225,0","14.241,5","14.207,5","0,04%"
"24/12/2021","14.220,0","14.185,0","14.242,5","14.180,0","-0,19%"
"23/12/2021","14.247,0","14.220,0","14.260,0","14.217,5","-0,27%"
"22/12/2021","14.285,0","14.280,0","14.293,5","14.235,0","-0,20%"
"21/12/2021","14.313,0","14.387,5","14.392,5","14.305,0","-0,43%"
"20/12/2021","14.375,0","14.387,5","14.392,5","14.367,5","0,07%"
"17/12/2021","14.365,0","14.365,0","14.391,5","14.360,0","0,17%"
"16/12/2021","14.340,0","14.335,0","14.367,5","14.315,0","0,07%"
"15/12/2021","14.330,0","14.337,5","14.345,0","14.329,0","0,00%"
"14/12/2021","14.330,0","14.340,0","14.353,5","14.330,0","-0,07%"
"13/12/2021","14.340,0","14.357,5","14.366,5","14.327,5","-0,21%"
"10/12/2021","14.370,0","14.380,0","14.390,0","14.367,0","0,14%"
"09/12/2021","14.350,0","14.320,0","14.372,5","14.310,0","-0,03%"
"08/12/2021","14.355,0","14.350,0","14.362,5","14.335,0","-0,14%"
"07/12/2021","14.375,0","14.417,5","14.432,5","14.377,5","-0,42%"
"06/12/2021","14.435,0","14.440,0","14.449,0","14.417,5","0,28%"
"03/12/2021","14.395,0","14.405,0","14.412,5","14.392,5","0,14%"
"02/12/2021","14.375,0","14.350,0","14.382,5","14.350,0","0,24%"
"01/12/2021","14.340,0","14.344,0","14.362,5","14.334,5","0,14%"
"30/11/2021","14.320,0","14.315,0","14.347,5","14.292,5","0,00%"
"29/11/2021","14.320,0","14.370,0","14.375,0","14.312,5","0,14%"
"26/11/2021","14.300,0","14.275,0","14.345,0","14.275,0","0,25%"
"25/11/2021","14.265,0","14.262,5","14.290,0","14.262,5","0,07%"
"24/11/2021","14.255,0","14.275,0","14.281,0","14.257,5","0,00%"
"23/11/2021","14.255,0","14.257,5","14.277,5","14.255,0","0,07%"
"22/11/2021","14.245,0","14.245,0","14.265,0","14.245,0","0,07%"
"19/11/2021","14.235,0","14.210,0","14.242,5","14.210,0","0,07%"
"18/11/2021","14.225,0","14.245,0","14.247,5","14.223,0","-0,11%"
"17/11/2021","14.240,0","14.245,0","14.272,5","14.237,5","0,14%"
"16/11/2021","14.220,0","14.200,0","14.226,0","14.195,0","0,07%"
"15/11/2021","14.210,0","14.215,0","14.220,0","14.187,5","-0,16%"
"12/11/2021","14.233,0","14.265,0","14.271,5","14.232,5","-0,19%"
"11/11/2021","14.260,0","14.295,0","14.310,0","14.262,5","0,07%"
"10/11/2021","14.250,0","14.255,0","14.265,0","14.241,0","0,07%"
"09/11/2021","14.240,0","14.237,5","14.247,5","14.220,0","-0,11%"
"08/11/2021","14.255,0","14.325,0","14.332,5","14.254,0","-0,49%"
"05/11/2021","14.325,0","14.360,0","14.392,5","14.325,0","-0,07%"
"04/11/2021","14.335,0","14.312,5","14.350,0","14.299,5","0,28%"
"03/11/2021","14.295,0","14.272,5","14.315,0","14.262,5","0,32%"
"02/11/2021","14.250,0","14.260,0","14.271,0","14.245,0","0,04%"
"01/11/2021","14.245,0","14.185,0","14.261,5","14.185,0","0,56%"
"29/10/2021","14.165,0","14.167,5","14.177,5","14.157,0","-0,04%"
"28/10/2021","14.170,0","14.190,0","14.215,0","14.172,5","0,00%"
"27/10/2021","14.170,0","14.160,0","14.193,5","14.154,5","0,14%"
"26/10/2021","14.150,0","14.155,0","14.172,5","14.142,5","-0,04%"
"25/10/2021","14.155,0","14.165,0","14.190,0","14.157,5","0,25%"
"22/10/2021","14.120,0","14.140,0","14.169,0","14.122,5","0,00%"
"21/10/2021","14.120,0","14.100,0","14.152,5","14.092,5","0,33%"
"19/10/2021","14.073,0","14.067,5","14.092,5","14.059,5","-0,23%"
"18/10/2021","14.105,0","14.060,0","14.115,0","14.040,0","0,25%"
"15/10/2021","14.070,0","14.085,0","14.097,5","14.062,0","-0,32%"
"14/10/2021","14.115,0","14.197,5","14.202,5","14.092,5","-0,70%"
"13/10/2021","14.215,0","14.220,0","14.229,0","14.210,0","0,00%"
"12/10/2021","14.215,0","14.215,0","14.225,0","14.203,0","0,07%"
"11/10/2021","14.205,0","14.215,0","14.223,0","14.201,5","-0,11%"
"08/10/2021","14.220,0","14.210,0","14.237,5","14.197,5","0,04%"
"07/10/2021","14.215,0","14.250,0","14.257,5","14.212,0","-0,25%"
"06/10/2021","14.250,0","14.240,0","14.260,0","14.228,0","0,01%"
"05/10/2021","14.248,0","14.270,0","14.275,0","14.245,5","-0,12%"
"04/10/2021","14.265,0","14.307,5","14.336,5","14.258,0","-0,28%"
"01/10/2021","14.305,0","14.310,0","14.330,0","14.305,0","-0,03%"
"30/09/2021","14.310,0","14.317,5","14.332,5","14.305,5","0,14%"
"29/09/2021","14.290,0","14.295,0","14.330,0","14.292,5","0,14%"
"28/09/2021","14.270,0","14.265,0","14.287,5","14.253,5","0,14%"
"27/09/2021","14.250,0","14.260,0","14.270,0","14.247,5","-0,04%"
"24/09/2021","14.255,0","14.245,0","14.266,5","14.228,5","0,11%"
"23/09/2021","14.240,0","14.250,0","14.265,0","14.236,0","0,00%"
"22/09/2021","14.240,0","14.245,0","14.256,0","14.236,0","0,04%"
"21/09/2021","14.235,0","14.255,0","14.260,0","14.235,5","-0,04%"
"20/09/2021","14.240,0","14.270,0","14.287,5","14.237,5","0,11%"
"17/09/2021","14.225,0","14.275,0","14.282,5","14.195,0","-0,18%"
"16/09/2021","14.250,0","14.230,0","14.261,5","14.217,5","0,07%"
"15/09/2021","14.240,0","14.257,5","14.267,5","14.235,0","-0,04%"
"14/09/2021","14.245,0","14.257,5","14.267,5","14.241,5","-0,04%"
"13/09/2021","14.250,0","14.245,0","14.270,0","14.220,0","0,35%"
"10/09/2021","14.200,0","14.275,0","14.275,0","14.195,5","-0,35%"
"09/09/2021","14.250,0","14.280,0","14.283,5","14.252,5","0,00%"
"08/09/2021","14.250,0","14.240,0","14.277,5","14.232,5","0,28%"
"07/09/2021","14.210,0","14.220,0","14.220,0","14.176,5","-0,07%"
"06/09/2021","14.220,0","14.247,5","14.260,0","14.210,0","-0,28%"
"03/09/2021","14.260,0","14.270,0","14.270,0","14.252,5","-0,07%"
"02/09/2021","14.270,0","14.265,0","14.290,0","14.260,0","-0,07%"
"01/09/2021","14.280,0","14.265,0","14.305,0","14.255,0","0,11%"
"31/08/2021","14.265,0","14.345,0","14.350,5","14.260,0","-0,72%"
"30/08/2021","14.368,0","14.405,0","14.410,0","14.359,5","-0,33%"
"27/08/2021","14.415,0","14.425,0","14.447,5","14.412,5","0,00%"
"26/08/2021","14.415,0","14.425,0","14.433,5","14.408,5","0,14%"
"25/08/2021","14.395,0","14.405,0","14.421,0","14.387,5","0,03%"
"24/08/2021","14.390,0","14.395,0","14.407,5","14.377,5","-0,14%"
"23/08/2021","14.410,0","14.435,0","14.438,5","14.404,0","-0,28%"
"20/08/2021","14.450,0","14.475,0","14.485,0","14.422,5","0,35%"
"19/08/2021","14.400,0","14.405,0","14.425,0","14.392,5","0,21%"
"18/08/2021","14.370,0","14.387,5","14.400,0","14.372,5","0,00%"
"16/08/2021","14.370,0","14.390,0","14.395,0","14.371,5","-0,10%"
"13/08/2021","14.385,0","14.382,5","14.395,0","14.366,0","0,03%"
"12/08/2021","14.380,0","14.395,0","14.407,5","14.366,0","0,00%"
"10/08/2021","14.380,0","14.375,0","14.402,0","14.375,0","0,14%"
"09/08/2021","14.360,0","14.370,0","14.387,5","14.357,5","0,07%"
"06/08/2021","14.350,0","14.360,0","14.377,5","14.347,5","0,07%"
"05/08/2021","14.340,0","14.330,0","14.360,0","14.321,0","0,21%"
"04/08/2021","14.310,0","14.325,0","14.347,5","14.304,5","-0,21%"
"03/08/2021","14.340,0","14.375,0","14.388,0","14.338,5","-0,55%"
"02/08/2021","14.420,0","14.465,0","14.472,5","14.422,5","-0,28%"
"30/07/2021","14.460,0","14.435,0","14.477,5","14.434,5","-0,14%"
"29/07/2021","14.480,0","14.490,0","14.502,5","14.482,5","-0,03%"
"28/07/2021","14.485,0","14.500,0","14.512,5","14.485,0","-0,03%"
"27/07/2021","14.490,0","14.473,5","14.497,5","14.465,0","0,07%"
"26/07/2021","14.480,0","14.510,0","14.522,5","14.470,0","-0,07%"
"23/07/2021","14.490,0","14.500,0","14.512,5","14.488,5","0,07%"
"22/07/2021","14.480,0","14.500,0","14.518,0","14.482,5","-0,41%"
"21/07/2021","14.540,0","14.530,0","14.560,0","14.530,0","0,17%"
"19/07/2021","14.515,0","14.512,5","14.537,5","14.505,0","0,14%"
"16/07/2021","14.495,0","14.515,0","14.542,5","14.490,0","0,10%"
"15/07/2021","14.480,0","14.480,0","14.512,5","14.472,5","0,03%"
"14/07/2021","14.475,0","14.485,0","14.502,5","14.477,5","0,09%"
"13/07/2021","14.462,0","14.505,0","14.515,0","14.459,0","-0,19%"
"12/07/2021","14.490,0","14.485,0","14.502,5","14.471,5","-0,24%"
"09/07/2021","14.525,0","14.535,0","14.559,5","14.525,0","0,03%"
"08/07/2021","14.520,0","14.495,0","14.557,5","14.492,5","0,28%"
"07/07/2021","14.480,0","14.485,0","14.512,5","14.472,5","0,10%"
"06/07/2021","14.465,0","14.475,0","14.485,0","14.456,0","-0,08%"
"05/07/2021","14.476,0","14.487,5","14.510,0","14.470,0","-0,37%"
"02/07/2021","14.530,0","14.515,0","14.572,5","14.515,0","0,21%"
"01/07/2021","14.500,0","14.510,0","14.555,0","14.500,0","0,03%"
"30/06/2021","14.495,0","14.500,0","14.560,0","14.497,5","0,10%"
"29/06/2021","14.480,0","14.455,0","14.494,0","14.455,0","0,28%"
"28/06/2021","14.440,0","14.415,0","14.475,0","14.415,0","0,14%"
"25/06/2021","14.420,0","14.420,0","14.450,0","14.415,0","-0,10%"
"24/06/2021","14.435,0","14.440,0","14.466,0","14.432,5","0,03%"
"23/06/2021","14.430,0","14.440,0","14.467,5","14.415,0","0,21%"
"22/06/2021","14.400,0","14.420,0","14.437,5","14.397,5","-0,17%"
"21/06/2021","14.425,0","14.390,0","14.460,0","14.390,0","0,38%"
"18/06/2021","14.370,0","14.375,0","14.402,5","14.370,0","0,14%"
"17/06/2021","14.350,0","14.300,0","14.385,0","14.295,0","0,81%"
"16/06/2021","14.235,0","14.235,0","14.267,5","14.235,0","0,11%"
"15/06/2021","14.220,0","14.210,0","14.247,5","14.210,0","0,14%"
"14/06/2021","14.200,0","14.200,0","14.232,5","14.197,5","0,08%"
"11/06/2021","14.188,0","14.222,5","14.242,5","14.183,0","-0,40%"
"10/06/2021","14.245,0","14.260,0","14.265,0","14.222,5","-0,04%"
"09/06/2021","14.250,0","14.265,0","14.274,0","14.245,0","0,00%"
"08/06/2021","14.250,0","14.265,0","14.272,5","14.250,0","-0,07%"
"07/06/2021","14.260,0","14.275,0","14.288,0","14.247,5","-0,21%"
"04/06/2021","14.290,0","14.295,0","14.325,0","14.295,0","0,07%"
"03/06/2021","14.280,0","14.275,0","14.312,5","14.265,0","0,04%"
"02/06/2021","14.275,0","14.265,0","14.292,5","14.247,5","0,00%"
"31/05/2021","14.275,0","14.295,0","14.312,0","14.280,0","-0,04%"
"28/05/2021","14.280,0","14.305,0","14.322,5","14.285,0","-0,04%"
"27/05/2021","14.285,0","14.320,0","14.336,5","14.278,5","-0,28%"
"25/05/2021","14.325,0","14.325,0","14.345,0","14.315,0","-0,17%"
"24/05/2021","14.350,0","14.350,0","14.367,5","14.340,0","0,00%"
"21/05/2021","14.350,0","14.340,0","14.392,5","14.340,0","-0,14%"
"20/05/2021","14.370,0","14.310,0","14.405,0","14.310,0","0,67%"
"19/05/2021","14.275,0","14.295,0","14.324,0","14.280,0","0,04%"
"18/05/2021","14.270,0","14.300,0","14.316,0","14.270,0","-0,07%"
"17/05/2021","14.280,0","14.250,0","14.300,0","14.215,0","0,60%"
"11/05/2021","14.195,0","14.200,0","14.215,0","14.187,0","0,00%"
"10/05/2021","14.195,0","14.145,0","14.212,5","14.140,0","-0,60%"
"07/05/2021","14.280,0","14.272,5","14.312,5","14.247,0","-0,24%"
"06/05/2021","14.315,0","14.415,0","14.425,0","14.313,0","-0,80%"
"05/05/2021","14.430,0","14.440,0","14.450,0","14.426,0","0,03%"
"04/05/2021","14.425,0","14.460,0","14.465,0","14.412,5","-0,14%"
"03/05/2021","14.445,0","14.450,0","14.480,0","14.447,5","0,03%"
"30/04/2021","14.440,0","14.430,0","14.507,5","14.424,5","-0,03%"
"29/04/2021","14.445,0","14.430,0","14.475,0","14.425,0","-0,34%"
"28/04/2021","14.495,0","14.490,0","14.525,0","14.487,5","0,10%"
"27/04/2021","14.480,0","14.490,0","14.508,5","14.477,0","0,00%"
"26/04/2021","14.480,0","14.515,0","14.515,0","14.475,0","-0,28%"
"23/04/2021","14.520,0","14.525,0","14.560,0","14.520,0","0,03%"
"22/04/2021","14.515,0","14.515,0","14.539,0","14.510,0","-0,07%"
"21/04/2021","14.525,0","14.525,0","14.551,0","14.510,0","0,21%"
"20/04/2021","14.495,0","14.515,0","14.535,0","14.482,5","-0,34%"
"19/04/2021","14.545,0","14.537,5","14.570,0","14.525,0","-0,10%"
"16/04/2021","14.560,0","14.620,0","14.630,0","14.550,0","-0,27%"
"15/04/2021","14.600,0","14.610,0","14.634,0","14.600,0","0,00%"
"14/04/2021","14.600,0","14.622,5","14.622,5","14.592,5","0,00%"
"13/04/2021","14.600,0","14.610,0","14.627,5","14.595,0","0,07%"
"12/04/2021","14.590,0","14.575,0","14.630,0","14.575,0","0,21%"
"09/04/2021","14.560,0","14.550,0","14.587,5","14.540,0","0,21%"
"08/04/2021","14.530,0","14.510,0","14.578,5","14.510,0","0,28%"
"07/04/2021","14.490,0","14.470,0","14.517,5","14.470,0","-0,07%"
"06/04/2021","14.500,0","14.490,0","14.525,0","14.490,0","-0,07%"
"05/04/2021","14.510,0","14.520,0","14.535,0","14.510,0","-0,07%"
"01/04/2021","14.520,0","14.530,0","14.594,5","14.525,0","0,00%"
"31/03/2021","14.520,0","14.480,0","14.582,0","14.480,0","0,35%"
"30/03/2021","14.470,0","14.450,0","14.502,5","14.450,0","0,21%"
"29/03/2021","14.440,0","14.420,0","14.455,0","14.420,0","0,21%"
"26/03/2021","14.410,0","14.445,0","14.458,0","14.417,5","-0,07%"
"25/03/2021","14.420,0","14.435,0","14.465,0","14.425,0","0,00%"
"24/03/2021","14.420,0","14.422,5","14.460,0","14.410,0","0,21%"
"23/03/2021","14.390,0","14.400,0","14.425,0","14.390,0","-0,07%"
"22/03/2021","14.400,0","14.415,0","14.452,5","14.397,0","0,00%"
"19/03/2021","14.400,0","14.410,0","14.475,0","14.400,0","0,07%"
"18/03/2021","14.390,0","14.385,0","14.415,0","14.375,0","-0,24%"
"17/03/2021","14.425,0","14.430,0","14.465,0","14.415,0","0,17%"
"16/03/2021","14.400,0","14.402,5","14.422,5","14.395,0","0,03%"
"15/03/2021","14.395,0","14.400,0","14.422,5","14.390,0","0,10%"
"12/03/2021","14.380,0","14.355,0","14.396,0","14.325,0","-0,10%"
"10/03/2021","14.395,0","14.390,0","14.425,0","14.390,0","0,03%"
"09/03/2021","14.390,0","14.415,0","14.475,0","14.395,0","0,28%"
"08/03/2021","14.350,0","14.350,0","14.382,5","14.335,0","0,42%"
"05/03/2021","14.290,0","14.315,0","14.360,0","14.280,0","0,21%"
"04/03/2021","14.260,0","14.265,0","14.305,0","14.250,0","0,14%"
"03/03/2021","14.240,0","14.325,0","14.330,5","14.240,0","-0,42%"
"02/03/2021","14.300,0","14.275,0","14.330,0","14.265,0","0,35%"
"01/03/2021","14.250,0","14.250,0","14.307,5","14.240,0","0,07%"
"26/02/2021","14.240,0","14.105,0","14.275,0","14.105,0","1,14%"
"25/02/2021","14.080,0","14.085,0","14.110,0","14.079,5","0,00%"
"24/02/2021","14.080,0","14.072,5","14.092,5","14.065,0","-0,07%"
"23/02/2021","14.090,0","14.110,0","14.130,0","14.092,5","-0,14%"
"22/02/2021","14.110,0","14.070,0","14.130,0","14.070,0","0,36%"
"19/02/2021","14.060,0","14.050,0","14.100,5","14.050,0","0,36%"
"18/02/2021","14.010,0","14.020,0","14.061,0","14.020,0","0,00%"
"17/02/2021","14.010,0","13.955,0","14.046,0","13.955,0","0,65%"
"16/02/2021","13.920,0","13.895,0","13.937,5","13.866,0","0,07%"
"15/02/2021","13.910,0","13.972,5","13.972,5","13.896,5","-0,43%"
"11/02/2021","13.970,0","13.985,0","14.002,0","13.965,0","-0,07%"
"10/02/2021","13.980,0","14.000,0","14.000,0","13.972,0","-0,07%"
"09/02/2021","13.990,0","14.007,5","14.011,0","13.988,5","-0,04%"
"08/02/2021","13.995,0","14.020,0","14.023,5","13.987,5","-0,18%"
"05/02/2021","14.020,0","14.020,0","14.057,5","14.020,0","0,07%"
